MetricID,StudentID,ClassID,ReportingPeriod,AcademicYear,OverallGrade,OverallPercentage,AttendancePercentage,AssignmentCompletionRate,BehaviorRating,TeacherComments,ParentContact,InterventionNeeded,InterventionType
23029,1862,92,Q1,2025,A,99.67,94.76,85.74,3,Excellent work,0,0,
23030,1862,92,Q2,2025,A,99.67,94.76,87.02,2,Good progress,1,0,
23031,1862,81,Q1,2025,A,98.91,94.76,93.33,4,Good progress,0,0,
23032,1862,81,Q2,2025,A,98.91,94.76,91.47,2,Good progress,0,0,
23033,1862,89,Q1,2025,A,99.03,94.76,100.0,5,Excellent work,1,0,
23034,1862,89,Q2,2025,A,99.03,94.76,95.73,3,Good progress,1,0,
23035,1862,96,Q1,2025,A,99.51,94.76,100.0,3,Excellent work,1,0,
23036,1862,96,Q2,2025,A,99.51,94.76,86.44,3,Excellent work,0,0,
23037,1862,82,Q1,2025,A,99.3,94.76,100.0,1,Average performance,1,0,
23038,1862,82,Q2,2025,A,99.3,94.76,92.12,1,Needs support,0,0,
23039,1862,88,Q1,2025,A,99.74,94.76,100.0,3,Average performance,0,0,
23040,1862,88,Q2,2025,A,99.74,94.76,99.1,5,Good progress,1,0,
23041,1862,86,Q1,2025,A,99.29,94.76,86.87,5,Average performance,0,0,
23042,1862,86,Q2,2025,A,99.29,94.76,86.57,3,Needs support,0,0,
23043,1862,84,Q1,2025,A,99.11,94.76,88.41,1,Excellent work,0,0,
23044,1862,84,Q2,2025,A,99.11,94.76,89.26,4,Good progress,0,0,
23045,1863,82,Q1,2025,A,90.15,93.77,87.05,3,Needs support,0,0,
23046,1863,82,Q2,2025,A,90.15,93.77,93.33,3,Needs support,0,0,
23047,1863,93,Q1,2025,A,90.37,93.77,96.48,3,Average performance,1,0,
23048,1863,93,Q2,2025,A,90.37,93.77,90.67,1,Good progress,0,0,
23049,1863,98,Q1,2025,A,90.71,93.77,95.54,3,Good progress,1,0,
23050,1863,98,Q2,2025,A,90.71,93.77,99.63,2,Needs support,0,0,
23051,1863,94,Q1,2025,A,91.58,93.77,92.31,5,Good progress,0,0,
23052,1863,94,Q2,2025,A,91.58,93.77,89.03,2,Excellent work,1,0,
23053,1863,83,Q1,2025,A,91.29,93.77,86.76,2,Good progress,0,0,
23054,1863,83,Q2,2025,A,91.29,93.77,92.13,2,Good progress,1,0,
23055,1863,87,Q1,2025,A,91.88,93.77,93.46,1,Good progress,1,0,
23056,1863,87,Q2,2025,A,91.88,93.77,91.29,4,Needs support,0,0,
23057,1864,94,Q1,2025,A,94.43,93.93,92.74,1,Good progress,0,0,
23058,1864,94,Q2,2025,A,94.43,93.93,92.05,5,Good progress,0,0,
23059,1864,90,Q1,2025,A,96.51,93.93,100.0,2,Average performance,0,0,
23060,1864,90,Q2,2025,A,96.51,93.93,90.82,3,Needs support,0,0,
23061,1864,96,Q1,2025,A,95.82,93.93,87.61,3,Excellent work,0,0,
23062,1864,96,Q2,2025,A,95.82,93.93,89.15,1,Average performance,0,0,
23063,1864,98,Q1,2025,A,93.96,93.93,100.0,1,Needs support,1,0,
23064,1864,98,Q2,2025,A,93.96,93.93,88.49,1,Average performance,1,0,
23065,1864,88,Q1,2025,A,93.53,93.93,89.73,3,Average performance,0,0,
23066,1864,88,Q2,2025,A,93.53,93.93,90.05,2,Good progress,0,0,
23067,1864,95,Q1,2025,A,92.61,93.93,100.0,4,Good progress,0,0,
23068,1864,95,Q2,2025,A,92.61,93.93,97.43,2,Average performance,0,0,
23069,1864,97,Q1,2025,A,93.62,93.93,95.45,2,Needs support,0,0,
23070,1864,97,Q2,2025,A,93.62,93.93,95.7,5,Excellent work,0,0,
23071,1865,83,Q1,2025,C,78.55,87.34,85.45,5,Average performance,1,0,
23072,1865,83,Q2,2025,C,78.55,87.34,91.46,3,Good progress,0,0,
23073,1865,89,Q1,2025,B,82.72,87.34,86.69,5,Needs support,1,0,
23074,1865,89,Q2,2025,B,82.72,87.34,92.64,5,Needs support,0,0,
23075,1865,82,Q1,2025,C,79.26,87.34,85.25,5,Needs support,0,0,
23076,1865,82,Q2,2025,C,79.26,87.34,84.27,3,Excellent work,0,0,
23077,1865,90,Q1,2025,C,79.14,87.34,79.67,2,Excellent work,0,0,
23078,1865,90,Q2,2025,C,79.14,87.34,78.12,1,Needs support,0,0,
23079,1865,91,Q1,2025,B,82.8,87.34,96.8,1,Average performance,1,0,
23080,1865,91,Q2,2025,B,82.8,87.34,84.48,3,Average performance,1,0,
23081,1865,87,Q1,2025,C,78.76,87.34,94.27,3,Excellent work,0,0,
23082,1865,87,Q2,2025,C,78.76,87.34,89.28,3,Average performance,0,0,
23083,1865,96,Q1,2025,C,76.42,87.34,88.8,4,Excellent work,0,0,
23084,1865,96,Q2,2025,C,76.42,87.34,87.29,4,Excellent work,0,0,
23085,1866,87,Q1,2025,F,54.43,81.91,88.26,5,Good progress,1,1,
23086,1866,87,Q2,2025,F,54.43,81.91,74.5,3,Needs support,1,1,
23087,1866,88,Q1,2025,F,51.73,81.91,84.8,5,Good progress,1,1,Counseling
23088,1866,88,Q2,2025,F,51.73,81.91,82.55,1,Excellent work,1,1,Study Group
23089,1866,91,Q1,2025,F,54.22,81.91,87.45,1,Good progress,1,1,Tutoring
23090,1866,91,Q2,2025,F,54.22,81.91,83.3,3,Needs support,1,1,Tutoring
23091,1866,94,Q1,2025,F,55.56,81.91,79.62,3,Needs support,1,1,
23092,1866,94,Q2,2025,F,55.56,81.91,85.34,3,Good progress,1,1,Counseling
23093,1866,98,Q1,2025,F,59.1,81.91,86.02,2,Excellent work,1,1,Tutoring
23094,1866,98,Q2,2025,F,59.1,81.91,85.31,4,Needs support,1,1,Study Group
23095,1866,82,Q1,2025,F,51.98,81.91,77.76,5,Excellent work,1,1,Study Group
23096,1866,82,Q2,2025,F,51.98,81.91,81.76,1,Excellent work,1,1,Counseling
23097,1866,81,Q1,2025,F,49.75,81.91,91.48,5,Average performance,1,1,Tutoring
23098,1866,81,Q2,2025,F,49.75,81.91,80.36,3,Excellent work,1,1,
23099,1866,92,Q1,2025,F,56.37,81.91,78.41,4,Good progress,1,1,Study Group
23100,1866,92,Q2,2025,F,56.37,81.91,80.07,4,Good progress,1,1,
23101,1867,93,Q1,2025,C,77.82,76.93,69.79,5,Good progress,1,1,
23102,1867,93,Q2,2025,C,77.82,76.93,85.93,1,Good progress,1,1,
23103,1867,92,Q1,2025,C,74.58,76.93,84.9,4,Needs support,1,1,
23104,1867,92,Q2,2025,C,74.58,76.93,77.71,1,Needs support,1,1,Tutoring
23105,1867,87,Q1,2025,C,79.8,76.93,80.7,5,Average performance,1,1,
23106,1867,87,Q2,2025,C,79.8,76.93,83.62,2,Needs support,1,1,Counseling
23107,1867,86,Q1,2025,C,75.54,76.93,80.8,5,Needs support,1,1,
23108,1867,86,Q2,2025,C,75.54,76.93,72.8,2,Average performance,1,1,Tutoring
23109,1867,95,Q1,2025,C,78.61,76.93,77.2,4,Needs support,1,1,Tutoring
23110,1867,95,Q2,2025,C,78.61,76.93,86.61,5,Good progress,1,1,Tutoring
23111,1867,81,Q1,2025,C,78.92,76.93,80.54,5,Good progress,1,1,Counseling
23112,1867,81,Q2,2025,C,78.92,76.93,79.57,3,Average performance,1,1,Counseling
23113,1868,83,Q1,2025,F,39.15,69.29,63.51,1,Average performance,1,1,Tutoring
23114,1868,83,Q2,2025,F,39.15,69.29,61.6,2,Needs support,1,1,Tutoring
23115,1868,91,Q1,2025,F,34.47,69.29,63.39,3,Excellent work,1,1,Tutoring
23116,1868,91,Q2,2025,F,34.47,69.29,65.81,2,Average performance,1,1,Study Group
23117,1868,81,Q1,2025,F,38.11,69.29,71.14,3,Good progress,1,1,Counseling
23118,1868,81,Q2,2025,F,38.11,69.29,72.65,5,Needs support,1,1,Study Group
23119,1868,96,Q1,2025,F,38.49,69.29,61.07,2,Average performance,1,1,
23120,1868,96,Q2,2025,F,38.49,69.29,61.71,5,Good progress,1,1,Counseling
23121,1868,86,Q1,2025,F,36.73,69.29,66.54,3,Excellent work,1,1,
23122,1868,86,Q2,2025,F,36.73,69.29,62.04,5,Average performance,1,1,
23123,1868,94,Q1,2025,F,36.0,69.29,63.16,3,Average performance,1,1,
23124,1868,94,Q2,2025,F,36.0,69.29,64.4,4,Needs support,1,1,Counseling
23125,1869,98,Q1,2025,F,53.24,61.22,58.19,2,Needs support,1,1,Counseling
23126,1869,98,Q2,2025,F,53.24,61.22,52.64,5,Excellent work,1,1,Tutoring
23127,1869,97,Q1,2025,F,51.41,61.22,63.06,1,Needs support,1,1,Counseling
23128,1869,97,Q2,2025,F,51.41,61.22,59.52,1,Excellent work,1,1,Study Group
23129,1869,85,Q1,2025,F,53.59,61.22,59.28,1,Average performance,1,1,Counseling
23130,1869,85,Q2,2025,F,53.59,61.22,63.11,3,Good progress,1,1,
23131,1869,95,Q1,2025,F,54.2,61.22,57.36,1,Excellent work,1,1,Study Group
23132,1869,95,Q2,2025,F,54.2,61.22,58.83,2,Average performance,1,1,
23133,1869,93,Q1,2025,F,49.68,61.22,68.54,1,Needs support,1,1,Tutoring
23134,1869,93,Q2,2025,F,49.68,61.22,59.64,4,Excellent work,1,1,
23135,1869,84,Q1,2025,F,51.59,61.22,62.03,3,Good progress,1,1,
23136,1869,84,Q2,2025,F,51.59,61.22,67.77,2,Excellent work,1,1,Study Group
23137,1870,92,Q1,2025,F,56.51,74.27,79.17,3,Good progress,1,1,Study Group
23138,1870,92,Q2,2025,F,56.51,74.27,80.26,2,Excellent work,1,1,Counseling
23139,1870,98,Q1,2025,F,51.49,74.27,76.39,4,Good progress,1,1,Study Group
23140,1870,98,Q2,2025,F,51.49,74.27,73.74,5,Average performance,1,1,Tutoring
23141,1870,91,Q1,2025,F,52.15,74.27,68.73,4,Good progress,1,1,Study Group
23142,1870,91,Q2,2025,F,52.15,74.27,80.24,5,Excellent work,1,1,Tutoring
23143,1870,88,Q1,2025,F,52.35,74.27,80.29,3,Excellent work,1,1,Tutoring
23144,1870,88,Q2,2025,F,52.35,74.27,71.55,1,Good progress,1,1,
23145,1870,90,Q1,2025,F,53.45,74.27,78.52,2,Needs support,1,1,Tutoring
23146,1870,90,Q2,2025,F,53.45,74.27,68.53,5,Needs support,1,1,Counseling
23147,1871,93,Q1,2025,F,29.24,66.55,73.8,3,Average performance,1,1,Study Group
23148,1871,93,Q2,2025,F,29.24,66.55,68.15,3,Excellent work,1,1,
23149,1871,88,Q1,2025,F,29.94,66.55,63.98,5,Average performance,1,1,Tutoring
23150,1871,88,Q2,2025,F,29.94,66.55,65.99,5,Good progress,1,1,
23151,1871,86,Q1,2025,F,29.59,66.55,69.97,5,Excellent work,1,1,Study Group
23152,1871,86,Q2,2025,F,29.59,66.55,68.03,1,Needs support,1,1,Tutoring
23153,1871,95,Q1,2025,F,26.66,66.55,58.76,4,Needs support,1,1,Counseling
23154,1871,95,Q2,2025,F,26.66,66.55,59.11,1,Average performance,1,1,Study Group
23155,1871,90,Q1,2025,F,32.27,66.55,73.27,3,Excellent work,1,1,Tutoring
23156,1871,90,Q2,2025,F,32.27,66.55,65.97,1,Excellent work,1,1,
23157,1871,92,Q1,2025,F,31.26,66.55,61.68,2,Average performance,1,1,
23158,1871,92,Q2,2025,F,31.26,66.55,76.52,1,Good progress,1,1,Study Group
23159,1871,97,Q1,2025,F,28.59,66.55,59.24,5,Needs support,1,1,Study Group
23160,1871,97,Q2,2025,F,28.59,66.55,58.7,3,Needs support,1,1,Tutoring
23161,1872,97,Q1,2025,C,73.6,99.56,100.0,1,Average performance,0,0,
23162,1872,97,Q2,2025,C,73.6,99.56,100.0,1,Good progress,1,0,
23163,1872,84,Q1,2025,D,68.4,99.56,95.61,5,Average performance,1,1,Counseling
23164,1872,84,Q2,2025,D,68.4,99.56,91.46,2,Excellent work,1,1,
23165,1872,81,Q1,2025,D,66.86,99.56,98.43,5,Average performance,1,1,Counseling
23166,1872,81,Q2,2025,D,66.86,99.56,100.0,1,Average performance,1,1,Counseling
23167,1872,82,Q1,2025,D,69.98,99.56,100.0,3,Average performance,1,1,Tutoring
23168,1872,82,Q2,2025,D,69.98,99.56,97.3,4,Good progress,1,1,
23169,1872,89,Q1,2025,C,70.1,99.56,89.65,1,Average performance,0,0,
23170,1872,89,Q2,2025,C,70.1,99.56,100.0,3,Good progress,0,0,
23171,1873,87,Q1,2025,D,61.58,86.27,88.08,3,Average performance,1,1,Counseling
23172,1873,87,Q2,2025,D,61.58,86.27,94.48,1,Average performance,1,1,
23173,1873,84,Q1,2025,D,60.49,86.27,87.43,5,Excellent work,1,1,Counseling
23174,1873,84,Q2,2025,D,60.49,86.27,77.72,4,Needs support,1,1,
23175,1873,88,Q1,2025,F,58.78,86.27,83.1,1,Average performance,1,1,Tutoring
23176,1873,88,Q2,2025,F,58.78,86.27,87.65,5,Average performance,1,1,Tutoring
23177,1873,90,Q1,2025,D,60.0,86.27,81.55,1,Good progress,1,1,Study Group
23178,1873,90,Q2,2025,D,60.0,86.27,91.1,1,Excellent work,1,1,Tutoring
23179,1873,97,Q1,2025,D,60.28,86.27,92.59,5,Average performance,1,1,Study Group
23180,1873,97,Q2,2025,D,60.28,86.27,91.12,5,Good progress,1,1,Counseling
23181,1873,93,Q1,2025,D,60.72,86.27,86.68,2,Needs support,1,1,Study Group
23182,1873,93,Q2,2025,D,60.72,86.27,82.27,5,Needs support,1,1,Study Group
23183,1873,81,Q1,2025,D,61.41,86.27,81.22,2,Needs support,1,1,
23184,1873,81,Q2,2025,D,61.41,86.27,89.59,3,Excellent work,1,1,Tutoring
23185,1874,94,Q1,2025,D,67.09,59.32,68.33,3,Good progress,1,1,Tutoring
23186,1874,94,Q2,2025,D,67.09,59.32,66.31,5,Excellent work,1,1,Counseling
23187,1874,90,Q1,2025,D,63.18,59.32,59.66,5,Good progress,1,1,
23188,1874,90,Q2,2025,D,63.18,59.32,52.83,1,Needs support,1,1,Study Group
23189,1874,95,Q1,2025,D,63.31,59.32,66.72,1,Needs support,1,1,Counseling
23190,1874,95,Q2,2025,D,63.31,59.32,64.45,1,Good progress,1,1,Study Group
23191,1874,81,Q1,2025,D,63.4,59.32,63.27,4,Good progress,1,1,Study Group
23192,1874,81,Q2,2025,D,63.4,59.32,68.96,5,Needs support,1,1,Counseling
23193,1874,97,Q1,2025,D,63.89,59.32,55.23,4,Average performance,1,1,
23194,1874,97,Q2,2025,D,63.89,59.32,54.99,2,Good progress,1,1,Study Group
23195,1874,83,Q1,2025,D,64.94,59.32,49.5,3,Average performance,1,1,
23196,1874,83,Q2,2025,D,64.94,59.32,56.52,3,Average performance,1,1,Study Group
23197,1874,91,Q1,2025,D,61.48,59.32,61.86,3,Needs support,1,1,
23198,1874,91,Q2,2025,D,61.48,59.32,51.99,3,Needs support,1,1,Counseling
23199,1875,82,Q1,2025,B,82.24,89.67,94.04,1,Needs support,0,0,
23200,1875,82,Q2,2025,B,82.24,89.67,97.65,4,Good progress,1,0,
23201,1875,87,Q1,2025,B,81.85,89.67,86.49,4,Good progress,0,0,
23202,1875,87,Q2,2025,B,81.85,89.67,92.4,1,Excellent work,0,0,
23203,1875,86,Q1,2025,B,80.21,89.67,99.63,1,Excellent work,0,0,
23204,1875,86,Q2,2025,B,80.21,89.67,94.99,3,Good progress,0,0,
23205,1875,88,Q1,2025,B,81.49,89.67,91.25,2,Average performance,0,0,
23206,1875,88,Q2,2025,B,81.49,89.67,90.42,4,Good progress,0,0,
23207,1875,98,Q1,2025,B,80.68,89.67,95.97,2,Average performance,0,0,
23208,1875,98,Q2,2025,B,80.68,89.67,91.63,2,Average performance,0,0,
23209,1875,97,Q1,2025,C,79.47,89.67,80.58,3,Excellent work,0,0,
23210,1875,97,Q2,2025,C,79.47,89.67,85.37,4,Good progress,0,0,
23211,1876,94,Q1,2025,F,36.66,82.09,91.65,1,Needs support,1,1,Counseling
23212,1876,94,Q2,2025,F,36.66,82.09,74.44,1,Excellent work,1,1,Study Group
23213,1876,96,Q1,2025,F,37.71,82.09,78.01,3,Excellent work,1,1,
23214,1876,96,Q2,2025,F,37.71,82.09,76.13,4,Average performance,1,1,Tutoring
23215,1876,97,Q1,2025,F,38.38,82.09,84.23,2,Excellent work,1,1,Study Group
23216,1876,97,Q2,2025,F,38.38,82.09,76.19,4,Average performance,1,1,Study Group
23217,1876,89,Q1,2025,F,40.37,82.09,90.31,2,Needs support,1,1,Study Group
23218,1876,89,Q2,2025,F,40.37,82.09,89.19,5,Average performance,1,1,Tutoring
23219,1876,85,Q1,2025,F,40.56,82.09,84.11,5,Needs support,1,1,
23220,1876,85,Q2,2025,F,40.56,82.09,75.27,2,Excellent work,1,1,
23221,1876,83,Q1,2025,F,39.34,82.09,79.33,4,Average performance,1,1,Study Group
23222,1876,83,Q2,2025,F,39.34,82.09,86.52,4,Average performance,1,1,
23223,1877,91,Q1,2025,F,39.16,54.47,60.2,1,Good progress,1,1,Study Group
23224,1877,91,Q2,2025,F,39.16,54.47,51.34,2,Good progress,1,1,
23225,1877,96,Q1,2025,F,39.62,54.47,57.22,5,Needs support,1,1,Tutoring
23226,1877,96,Q2,2025,F,39.62,54.47,62.2,4,Excellent work,1,1,
23227,1877,87,Q1,2025,F,41.05,54.47,46.35,1,Good progress,1,1,Study Group
23228,1877,87,Q2,2025,F,41.05,54.47,50.79,2,Needs support,1,1,Counseling
23229,1877,93,Q1,2025,F,39.3,54.47,61.05,1,Average performance,1,1,
23230,1877,93,Q2,2025,F,39.3,54.47,48.87,1,Good progress,1,1,
23231,1877,98,Q1,2025,F,43.21,54.47,63.25,4,Average performance,1,1,Counseling
23232,1877,98,Q2,2025,F,43.21,54.47,58.15,2,Excellent work,1,1,
23233,1877,84,Q1,2025,F,38.97,54.47,45.26,1,Average performance,1,1,
23234,1877,84,Q2,2025,F,38.97,54.47,62.99,4,Excellent work,1,1,Study Group
23235,1878,90,Q1,2025,C,72.21,97.97,99.98,3,Excellent work,1,0,
23236,1878,90,Q2,2025,C,72.21,97.97,100.0,1,Average performance,0,0,
23237,1878,94,Q1,2025,C,70.25,97.97,100.0,1,Average performance,0,0,
23238,1878,94,Q2,2025,C,70.25,97.97,100.0,5,Needs support,0,0,
23239,1878,93,Q1,2025,D,69.31,97.97,100.0,5,Excellent work,1,1,Tutoring
23240,1878,93,Q2,2025,D,69.31,97.97,100.0,3,Needs support,1,1,Tutoring
23241,1878,86,Q1,2025,C,71.24,97.97,99.15,1,Good progress,0,0,
23242,1878,86,Q2,2025,C,71.24,97.97,100.0,1,Needs support,1,0,
23243,1878,95,Q1,2025,D,69.47,97.97,99.93,1,Good progress,1,1,Counseling
23244,1878,95,Q2,2025,D,69.47,97.97,91.02,4,Good progress,1,1,Counseling
23245,1879,84,Q1,2025,B,84.64,98.92,100.0,1,Average performance,0,0,
23246,1879,84,Q2,2025,B,84.64,98.92,100.0,3,Good progress,1,0,
23247,1879,88,Q1,2025,B,89.35,98.92,94.16,4,Needs support,1,0,
23248,1879,88,Q2,2025,B,89.35,98.92,100.0,4,Average performance,1,0,
23249,1879,92,Q1,2025,B,85.43,98.92,98.8,3,Needs support,0,0,
23250,1879,92,Q2,2025,B,85.43,98.92,100.0,2,Excellent work,0,0,
23251,1879,94,Q1,2025,B,86.72,98.92,98.46,1,Good progress,1,0,
23252,1879,94,Q2,2025,B,86.72,98.92,91.71,1,Needs support,1,0,
23253,1879,87,Q1,2025,B,83.28,98.92,100.0,5,Excellent work,0,0,
23254,1879,87,Q2,2025,B,83.28,98.92,100.0,4,Average performance,0,0,
23255,1879,97,Q1,2025,B,87.97,98.92,100.0,2,Good progress,0,0,
23256,1879,97,Q2,2025,B,87.97,98.92,97.07,2,Good progress,0,0,
23257,1879,83,Q1,2025,B,85.65,98.92,100.0,5,Needs support,1,0,
23258,1879,83,Q2,2025,B,85.65,98.92,100.0,2,Good progress,1,0,
23259,1879,96,Q1,2025,B,88.33,98.92,90.55,4,Needs support,0,0,
23260,1879,96,Q2,2025,B,88.33,98.92,98.33,4,Good progress,0,0,
23261,1880,90,Q1,2025,F,23.31,78.55,76.56,3,Average performance,1,1,
23262,1880,90,Q2,2025,F,23.31,78.55,69.75,1,Needs support,1,1,
23263,1880,88,Q1,2025,F,23.56,78.55,70.79,3,Average performance,1,1,Study Group
23264,1880,88,Q2,2025,F,23.56,78.55,83.4,1,Average performance,1,1,Study Group
23265,1880,82,Q1,2025,F,24.34,78.55,72.41,1,Excellent work,1,1,Study Group
23266,1880,82,Q2,2025,F,24.34,78.55,73.75,4,Needs support,1,1,Tutoring
23267,1880,83,Q1,2025,F,21.73,78.55,72.11,5,Needs support,1,1,Counseling
23268,1880,83,Q2,2025,F,21.73,78.55,72.97,2,Good progress,1,1,Tutoring
23269,1880,84,Q1,2025,F,21.4,78.55,71.03,3,Good progress,1,1,
23270,1880,84,Q2,2025,F,21.4,78.55,83.21,5,Average performance,1,1,Study Group
23271,1880,92,Q1,2025,F,22.53,78.55,83.09,5,Good progress,1,1,Counseling
23272,1880,92,Q2,2025,F,22.53,78.55,75.77,5,Needs support,1,1,Tutoring
23273,1881,88,Q1,2025,F,17.0,69.32,72.06,4,Average performance,1,1,
23274,1881,88,Q2,2025,F,17.0,69.32,61.98,5,Good progress,1,1,Counseling
23275,1881,98,Q1,2025,F,17.76,69.32,70.62,5,Excellent work,1,1,Counseling
23276,1881,98,Q2,2025,F,17.76,69.32,63.42,1,Excellent work,1,1,Counseling
23277,1881,91,Q1,2025,F,23.87,69.32,68.2,5,Needs support,1,1,Tutoring
23278,1881,91,Q2,2025,F,23.87,69.32,63.08,2,Average performance,1,1,Tutoring
23279,1881,89,Q1,2025,F,19.69,69.32,67.58,4,Excellent work,1,1,Counseling
23280,1881,89,Q2,2025,F,19.69,69.32,76.02,3,Good progress,1,1,Study Group
23281,1881,82,Q1,2025,F,22.57,69.32,66.35,4,Good progress,1,1,Tutoring
23282,1881,82,Q2,2025,F,22.57,69.32,70.71,5,Excellent work,1,1,Study Group
23283,1881,84,Q1,2025,F,22.08,69.32,72.75,2,Good progress,1,1,Tutoring
23284,1881,84,Q2,2025,F,22.08,69.32,75.33,3,Excellent work,1,1,Counseling
23285,1881,92,Q1,2025,F,19.15,69.32,70.89,3,Average performance,1,1,Study Group
23286,1881,92,Q2,2025,F,19.15,69.32,70.12,1,Average performance,1,1,
23287,1881,83,Q1,2025,F,19.09,69.32,74.51,3,Excellent work,1,1,Study Group
23288,1881,83,Q2,2025,F,19.09,69.32,64.23,2,Excellent work,1,1,Counseling
23289,1882,87,Q1,2025,A,90.92,93.85,92.67,2,Good progress,1,0,
23290,1882,87,Q2,2025,A,90.92,93.85,91.45,5,Needs support,0,0,
23291,1882,93,Q1,2025,A,93.03,93.85,84.4,2,Excellent work,0,0,
23292,1882,93,Q2,2025,A,93.03,93.85,96.16,1,Excellent work,1,0,
23293,1882,94,Q1,2025,A,91.48,93.85,98.61,1,Average performance,0,0,
23294,1882,94,Q2,2025,A,91.48,93.85,88.49,4,Average performance,0,0,
23295,1882,92,Q1,2025,A,96.56,93.85,86.42,5,Good progress,1,0,
23296,1882,92,Q2,2025,A,96.56,93.85,100.0,2,Average performance,0,0,
23297,1882,86,Q1,2025,A,92.03,93.85,93.93,5,Excellent work,0,0,
23298,1882,86,Q2,2025,A,92.03,93.85,89.34,2,Average performance,0,0,
23299,1882,96,Q1,2025,A,94.38,93.85,89.21,2,Average performance,0,0,
23300,1882,96,Q2,2025,A,94.38,93.85,100.0,4,Needs support,0,0,
23301,1883,95,Q1,2025,C,72.68,90.58,84.23,1,Needs support,0,0,
23302,1883,95,Q2,2025,C,72.68,90.58,99.11,3,Needs support,0,0,
23303,1883,83,Q1,2025,C,71.55,90.58,92.72,2,Average performance,0,0,
23304,1883,83,Q2,2025,C,71.55,90.58,91.39,2,Excellent work,1,0,
23305,1883,94,Q1,2025,C,73.21,90.58,88.96,1,Average performance,0,0,
23306,1883,94,Q2,2025,C,73.21,90.58,92.56,4,Average performance,0,0,
23307,1883,98,Q1,2025,C,75.15,90.58,94.92,2,Excellent work,0,0,
23308,1883,98,Q2,2025,C,75.15,90.58,87.39,4,Average performance,1,0,
23309,1883,81,Q1,2025,C,73.16,90.58,87.37,4,Good progress,1,0,
23310,1883,81,Q2,2025,C,73.16,90.58,84.66,5,Excellent work,0,0,
23311,1883,93,Q1,2025,C,76.97,90.58,93.96,3,Needs support,1,0,
23312,1883,93,Q2,2025,C,76.97,90.58,82.39,5,Excellent work,1,0,
23313,1883,85,Q1,2025,C,73.84,90.58,99.06,3,Needs support,0,0,
23314,1883,85,Q2,2025,C,73.84,90.58,94.2,4,Average performance,0,0,
23315,1883,92,Q1,2025,C,75.73,90.58,91.41,5,Excellent work,0,0,
23316,1883,92,Q2,2025,C,75.73,90.58,84.05,2,Average performance,0,0,
23317,1884,95,Q1,2025,F,56.5,100.0,99.89,3,Needs support,1,1,Tutoring
23318,1884,95,Q2,2025,F,56.5,100.0,100.0,5,Needs support,1,1,Counseling
23319,1884,83,Q1,2025,F,53.02,100.0,100.0,1,Excellent work,1,1,Tutoring
23320,1884,83,Q2,2025,F,53.02,100.0,100.0,5,Good progress,1,1,Counseling
23321,1884,94,Q1,2025,F,55.31,100.0,94.1,5,Good progress,1,1,Counseling
23322,1884,94,Q2,2025,F,55.31,100.0,95.58,1,Needs support,1,1,Tutoring
23323,1884,85,Q1,2025,F,58.72,100.0,100.0,5,Needs support,1,1,Study Group
23324,1884,85,Q2,2025,F,58.72,100.0,100.0,5,Good progress,1,1,Study Group
23325,1884,87,Q1,2025,F,54.95,100.0,100.0,3,Average performance,1,1,
23326,1884,87,Q2,2025,F,54.95,100.0,99.28,5,Average performance,1,1,
23327,1885,87,Q1,2025,F,41.25,80.62,88.1,4,Good progress,1,1,Tutoring
23328,1885,87,Q2,2025,F,41.25,80.62,90.58,4,Excellent work,1,1,Study Group
23329,1885,83,Q1,2025,F,44.51,80.62,81.21,3,Good progress,1,1,Counseling
23330,1885,83,Q2,2025,F,44.51,80.62,79.51,2,Average performance,1,1,
23331,1885,89,Q1,2025,F,39.8,80.62,89.62,2,Needs support,1,1,
23332,1885,89,Q2,2025,F,39.8,80.62,75.56,4,Average performance,1,1,Counseling
23333,1885,86,Q1,2025,F,43.2,80.62,77.55,4,Excellent work,1,1,
23334,1885,86,Q2,2025,F,43.2,80.62,90.12,2,Average performance,1,1,Study Group
23335,1885,81,Q1,2025,F,41.69,80.62,74.63,5,Average performance,1,1,Tutoring
23336,1885,81,Q2,2025,F,41.69,80.62,74.62,2,Excellent work,1,1,Tutoring
23337,1886,98,Q1,2025,B,89.64,90.31,85.43,1,Average performance,0,0,
23338,1886,98,Q2,2025,B,89.64,90.31,87.13,1,Needs support,0,0,
23339,1886,88,Q1,2025,B,89.37,90.31,89.28,1,Good progress,0,0,
23340,1886,88,Q2,2025,B,89.37,90.31,90.97,5,Excellent work,0,0,
23341,1886,97,Q1,2025,A,92.39,90.31,90.75,1,Excellent work,0,0,
23342,1886,97,Q2,2025,A,92.39,90.31,98.02,2,Excellent work,1,0,
23343,1886,84,Q1,2025,B,89.86,90.31,99.77,2,Excellent work,1,0,
23344,1886,84,Q2,2025,B,89.86,90.31,98.12,1,Excellent work,1,0,
23345,1886,89,Q1,2025,A,91.53,90.31,80.55,1,Average performance,0,0,
23346,1886,89,Q2,2025,A,91.53,90.31,93.09,4,Needs support,0,0,
23347,1886,85,Q1,2025,B,87.06,90.31,85.65,1,Good progress,1,0,
23348,1886,85,Q2,2025,B,87.06,90.31,93.86,3,Average performance,1,0,
23349,1887,94,Q1,2025,F,58.35,73.99,71.05,5,Excellent work,1,1,
23350,1887,94,Q2,2025,F,58.35,73.99,74.02,4,Average performance,1,1,Tutoring
