EnrollmentID,StudentID,ClassID,EnrollmentDate,WithdrawalDate,IsActive,EnrollmentStatus
1715,282,13,2022-12-30,,1,Active
1716,282,2,2022-12-30,,1,Active
1717,282,12,2022-12-30,,1,Active
1718,282,5,2022-12-30,,1,Active
1719,282,11,2022-12-30,,1,Active
1720,283,11,2023-10-23,,1,Active
1721,283,8,2023-10-23,,1,Active
1722,283,2,2023-10-23,,1,Active
1723,283,6,2023-10-23,,1,Active
1724,283,14,2023-10-23,,1,Active
1725,283,10,2023-10-23,,1,Active
1726,283,7,2023-10-23,,1,Active
1727,285,10,2024-02-12,,1,Active
1728,285,13,2024-02-12,,1,Active
1729,285,11,2024-02-12,,1,Active
1730,285,15,2024-02-12,,1,Active
1731,285,6,2024-02-12,,1,Active
1732,285,7,2024-02-12,,1,Active
1733,285,8,2024-02-12,,1,Active
1734,285,3,2024-02-12,,1,Active
1735,286,14,2023-10-08,,1,Active
1736,286,12,2023-10-08,,1,Active
1737,286,8,2023-10-08,,1,Active
1738,286,1,2023-10-08,,1,Active
1739,286,15,2023-10-08,,1,Active
1740,287,4,2022-10-17,,1,Active
1741,287,9,2022-10-17,,1,Active
1742,287,1,2022-10-17,,1,Active
1743,287,14,2022-10-17,,1,Active
1744,287,6,2022-10-17,,1,Active
1745,287,11,2022-10-17,,1,Active
1746,287,2,2022-10-17,,1,Active
1747,288,8,2023-04-19,,1,Active
1748,288,3,2023-04-19,,1,Active
1749,288,12,2023-04-19,,1,Active
1750,288,13,2023-04-19,,1,Active
1751,288,11,2023-04-19,,1,Active
1752,288,9,2023-04-19,,1,Active
1753,288,14,2023-04-19,,1,Active
1754,289,15,2022-08-14,,1,Active
1755,289,6,2022-08-14,,1,Active
1756,289,4,2022-08-14,,1,Active
1757,289,1,2022-08-14,,1,Active
1758,289,12,2022-08-14,,1,Active
1759,289,7,2022-08-14,,1,Active
1760,289,14,2022-08-14,,1,Active
1761,289,8,2022-08-14,,1,Active
1762,290,2,2023-02-09,,1,Active
1763,290,7,2023-02-09,,1,Active
1764,290,12,2023-02-09,,1,Active
1765,290,9,2023-02-09,,1,Active
1766,290,13,2023-02-09,,1,Active
1767,291,3,2023-07-08,,1,Active
1768,291,15,2023-07-08,,1,Active
1769,291,11,2023-07-08,,1,Active
1770,291,2,2023-07-08,,1,Active
1771,291,7,2023-07-08,,1,Active
1772,291,6,2023-07-08,,1,Active
1773,292,11,2022-11-23,,1,Active
1774,292,9,2022-11-23,,1,Active
1775,292,8,2022-11-23,,1,Active
1776,292,6,2022-11-23,,1,Active
1777,292,10,2022-11-23,,1,Active
1778,292,5,2022-11-23,,1,Active
1779,292,13,2022-11-23,,1,Active
1780,293,9,2023-03-05,,1,Active
1781,293,14,2023-03-05,,1,Active
1782,293,8,2023-03-05,,1,Active
1783,293,1,2023-03-05,,1,Active
1784,293,15,2023-03-05,,1,Active
1785,293,11,2023-03-05,,1,Active
1786,294,7,2022-09-11,,1,Active
1787,294,2,2022-09-11,,1,Active
1788,294,10,2022-09-11,,1,Active
1789,294,3,2022-09-11,,1,Active
1790,294,6,2022-09-11,,1,Active
1791,294,8,2022-09-11,,1,Active
1792,295,1,2023-11-16,,1,Active
1793,295,13,2023-11-16,,1,Active
1794,295,6,2023-11-16,,1,Active
1795,295,10,2023-11-16,,1,Active
1796,295,14,2023-11-16,,1,Active
1797,296,2,2022-10-28,,1,Active
1798,296,12,2022-10-28,,1,Active
1799,296,15,2022-10-28,,1,Active
1800,296,9,2022-10-28,,1,Active
1801,296,1,2022-10-28,,1,Active
1802,297,2,2022-09-27,,1,Active
1803,297,11,2022-09-27,,1,Active
1804,297,10,2022-09-27,,1,Active
1805,297,14,2022-09-27,,1,Active
1806,297,1,2022-09-27,,1,Active
1807,297,6,2022-09-27,,1,Active
1808,297,15,2022-09-27,,1,Active
1809,297,5,2022-09-27,,1,Active
1810,298,8,2023-08-17,,1,Active
1811,298,3,2023-08-17,,1,Active
1812,298,4,2023-08-17,,1,Active
1813,298,2,2023-08-17,,1,Active
1814,298,15,2023-08-17,,1,Active
1815,298,14,2023-08-17,,1,Active
1816,299,7,2023-03-05,,1,Active
1817,299,2,2023-03-05,,1,Active
1818,299,14,2023-03-05,,1,Active
1819,299,9,2023-03-05,,1,Active
1820,299,8,2023-03-05,,1,Active
1821,299,13,2023-03-05,,1,Active
1822,299,11,2023-03-05,,1,Active
1823,299,1,2023-03-05,,1,Active
1824,300,9,2024-01-04,,1,Active
1825,300,3,2024-01-04,,1,Active
1826,300,12,2024-01-04,,1,Active
1827,300,1,2024-01-04,,1,Active
1828,300,14,2024-01-04,,1,Active
1829,300,8,2024-01-04,,1,Active
1830,300,2,2024-01-04,,1,Active
1831,300,6,2024-01-04,,1,Active
1832,301,12,2023-07-26,,1,Active
1833,301,5,2023-07-26,,1,Active
1834,301,8,2023-07-26,,1,Active
1835,301,6,2023-07-26,,1,Active
1836,301,1,2023-07-26,,1,Active
1837,301,7,2023-07-26,,1,Active
1838,301,4,2023-07-26,,1,Active
1839,302,11,2022-12-01,,1,Active
1840,302,15,2022-12-01,,1,Active
1841,302,13,2022-12-01,,1,Active
1842,302,10,2022-12-01,,1,Active
1843,302,12,2022-12-01,,1,Active
1844,303,7,2022-10-11,,1,Active
1845,303,6,2022-10-11,,1,Active
1846,303,1,2022-10-11,,1,Active
1847,303,5,2022-10-11,,1,Active
1848,303,2,2022-10-11,,1,Active
1849,303,13,2022-10-11,,1,Active
1850,304,11,2023-02-28,,1,Active
1851,304,2,2023-02-28,,1,Active
1852,304,10,2023-02-28,,1,Active
1853,304,15,2023-02-28,,1,Active
1854,304,14,2023-02-28,,1,Active
1855,304,8,2023-02-28,,1,Active
1856,304,6,2023-02-28,,1,Active
1857,305,2,2023-09-23,,1,Active
1858,305,15,2023-09-23,,1,Active
1859,305,1,2023-09-23,,1,Active
1860,305,8,2023-09-23,,1,Active
1861,305,11,2023-09-23,,1,Active
1862,305,14,2023-09-23,,1,Active
1863,305,7,2023-09-23,,1,Active
1864,305,5,2023-09-23,,1,Active
1865,306,15,2022-08-26,,1,Active
1866,306,11,2022-08-26,,1,Active
1867,306,10,2022-08-26,,1,Active
1868,306,3,2022-08-26,,1,Active
1869,306,6,2022-08-26,,1,Active
1870,306,7,2022-08-26,,1,Active
1871,307,15,2023-05-30,,1,Active
1872,307,7,2023-05-30,,1,Active
1873,307,12,2023-05-30,,1,Active
1874,307,13,2023-05-30,,1,Active
1875,307,9,2023-05-30,,1,Active
1876,307,5,2023-05-30,,1,Active
1877,307,6,2023-05-30,,1,Active
1878,307,8,2023-05-30,,1,Active
1879,308,9,2023-09-04,,1,Active
1880,308,14,2023-09-04,,1,Active
1881,308,5,2023-09-04,,1,Active
1882,308,12,2023-09-04,,1,Active
1883,308,1,2023-09-04,,1,Active
1884,309,15,2023-05-25,,1,Active
1885,309,1,2023-05-25,,1,Active
1886,309,9,2023-05-25,,1,Active
1887,309,2,2023-05-25,,1,Active
1888,309,12,2023-05-25,,1,Active
1889,309,10,2023-05-25,,1,Active
1890,309,4,2023-05-25,,1,Active
1891,309,14,2023-05-25,,1,Active
1892,310,7,2023-06-02,,1,Active
1893,310,13,2023-06-02,,1,Active
1894,310,9,2023-06-02,,1,Active
1895,310,14,2023-06-02,,1,Active
1896,310,10,2023-06-02,,1,Active
1897,311,9,2022-12-06,,1,Active
1898,311,14,2022-12-06,,1,Active
1899,311,11,2022-12-06,,1,Active
1900,311,5,2022-12-06,,1,Active
1901,311,7,2022-12-06,,1,Active
1902,311,1,2022-12-06,,1,Active
1903,312,10,2022-12-27,,1,Active
1904,312,5,2022-12-27,,1,Active
1905,312,1,2022-12-27,,1,Active
1906,312,6,2022-12-27,,1,Active
1907,312,9,2022-12-27,,1,Active
1908,312,2,2022-12-27,,1,Active
1909,312,4,2022-12-27,,1,Active
1910,313,6,2023-07-20,,1,Active
1911,313,1,2023-07-20,,1,Active
1912,313,10,2023-07-20,,1,Active
1913,313,7,2023-07-20,,1,Active
1914,313,13,2023-07-20,,1,Active
1915,314,15,2024-02-16,,1,Active
1916,314,10,2024-02-16,,1,Active
1917,314,9,2024-02-16,,1,Active
1918,314,7,2024-02-16,,1,Active
1919,314,13,2024-02-16,,1,Active
1920,314,1,2024-02-16,,1,Active
1921,314,8,2024-02-16,,1,Active
1922,314,12,2024-02-16,,1,Active
1923,315,3,2024-01-15,,1,Active
1924,315,11,2024-01-15,,1,Active
1925,315,7,2024-01-15,,1,Active
1926,315,2,2024-01-15,,1,Active
1927,315,14,2024-01-15,,1,Active
1928,315,6,2024-01-15,,1,Active
1929,315,15,2024-01-15,,1,Active
1930,316,1,2023-06-20,,1,Active
1931,316,12,2023-06-20,,1,Active
1932,316,14,2023-06-20,,1,Active
1933,316,6,2023-06-20,,1,Active
1934,316,5,2023-06-20,,1,Active
1935,317,5,2022-08-25,,1,Active
1936,317,6,2022-08-25,,1,Active
1937,317,13,2022-08-25,,1,Active
1938,317,9,2022-08-25,,1,Active
1939,317,3,2022-08-25,,1,Active
1940,317,11,2022-08-25,,1,Active
1941,318,13,2022-09-05,,1,Active
1942,318,10,2022-09-05,,1,Active
1943,318,8,2022-09-05,,1,Active
1944,318,15,2022-09-05,,1,Active
1945,318,3,2022-09-05,,1,Active
1946,318,14,2022-09-05,,1,Active
1947,318,7,2022-09-05,,1,Active
1948,319,5,2024-02-05,,1,Active
1949,319,12,2024-02-05,,1,Active
1950,319,3,2024-02-05,,1,Active
1951,319,9,2024-02-05,,1,Active
1952,319,15,2024-02-05,,1,Active
1953,319,13,2024-02-05,,1,Active
1954,319,8,2024-02-05,,1,Active
1955,319,14,2024-02-05,,1,Active
1956,320,15,2022-12-26,,1,Active
1957,320,2,2022-12-26,,1,Active
1958,320,7,2022-12-26,,1,Active
1959,320,6,2022-12-26,,1,Active
1960,320,9,2022-12-26,,1,Active
1961,321,15,2022-10-13,,1,Active
1962,321,8,2022-10-13,,1,Active
1963,321,13,2022-10-13,,1,Active
1964,321,4,2022-10-13,,1,Active
1965,321,1,2022-10-13,,1,Active
1966,321,9,2022-10-13,,1,Active
1967,322,8,2023-09-30,,1,Active
1968,322,14,2023-09-30,,1,Active
1969,322,5,2023-09-30,,1,Active
1970,322,6,2023-09-30,,1,Active
1971,322,12,2023-09-30,,1,Active
1972,322,3,2023-09-30,,1,Active
1973,322,9,2023-09-30,,1,Active
1974,323,7,2024-02-04,,1,Active
1975,323,12,2024-02-04,,1,Active
1976,323,14,2024-02-04,,1,Active
1977,323,2,2024-02-04,,1,Active
1978,323,11,2024-02-04,,1,Active
1979,323,4,2024-02-04,,1,Active
1980,324,9,2024-05-19,,1,Active
1981,324,14,2024-05-19,,1,Active
1982,324,4,2024-05-19,,1,Active
1983,324,10,2024-05-19,,1,Active
1984,324,13,2024-05-19,,1,Active
1985,325,3,2023-03-14,,1,Active
1986,325,14,2023-03-14,,1,Active
1987,325,4,2023-03-14,,1,Active
1988,325,15,2023-03-14,,1,Active
1989,325,5,2023-03-14,,1,Active
1990,325,7,2023-03-14,,1,Active
1991,325,12,2023-03-14,,1,Active
1992,325,1,2023-03-14,,1,Active
1993,326,4,2022-10-13,,1,Active
1994,326,9,2022-10-13,,1,Active
1995,326,6,2022-10-13,,1,Active
1996,326,5,2022-10-13,,1,Active
1997,326,7,2022-10-13,,1,Active
1998,326,8,2022-10-13,,1,Active
1999,326,2,2022-10-13,,1,Active
2000,327,12,2023-06-22,,1,Active
2001,327,13,2023-06-22,,1,Active
2002,327,14,2023-06-22,,1,Active
2003,327,3,2023-06-22,,1,Active
2004,327,2,2023-06-22,,1,Active
2005,329,3,2023-03-14,,1,Active
2006,329,15,2023-03-14,,1,Active
2007,329,9,2023-03-14,,1,Active
2008,329,14,2023-03-14,,1,Active
2009,329,2,2023-03-14,,1,Active
2010,329,11,2023-03-14,,1,Active
2011,329,7,2023-03-14,,1,Active
2012,329,8,2023-03-14,,1,Active
2013,330,14,2024-05-09,,1,Active
2014,330,6,2024-05-09,,1,Active
2015,330,12,2024-05-09,,1,Active
2016,330,7,2024-05-09,,1,Active
2017,330,15,2024-05-09,,1,Active
2018,330,5,2024-05-09,,1,Active
2019,330,2,2024-05-09,,1,Active
2020,330,8,2024-05-09,,1,Active
2021,331,10,2023-05-25,,1,Active
2022,331,4,2023-05-25,,1,Active
2023,331,8,2023-05-25,,1,Active
2024,331,1,2023-05-25,,1,Active
2025,331,9,2023-05-25,,1,Active
2026,331,7,2023-05-25,,1,Active
2027,332,10,2023-10-01,,1,Active
2028,332,11,2023-10-01,,1,Active
2029,332,2,2023-10-01,,1,Active
2030,332,6,2023-10-01,,1,Active
2031,332,8,2023-10-01,,1,Active
2032,333,3,2022-09-08,,1,Active
2033,333,6,2022-09-08,,1,Active
2034,333,13,2022-09-08,,1,Active
2035,333,15,2022-09-08,,1,Active
2036,333,2,2022-09-08,,1,Active
2037,333,5,2022-09-08,,1,Active
2038,333,7,2022-09-08,,1,Active
2039,333,1,2022-09-08,,1,Active
2040,334,10,2022-09-27,,1,Active
2041,334,15,2022-09-27,,1,Active
2042,334,8,2022-09-27,,1,Active
2043,334,13,2022-09-27,,1,Active
2044,334,12,2022-09-27,,1,Active
2045,334,6,2022-09-27,,1,Active
2046,334,4,2022-09-27,,1,Active
2047,336,12,2022-09-10,,1,Active
2048,336,13,2022-09-10,,1,Active
2049,336,10,2022-09-10,,1,Active
2050,336,11,2022-09-10,,1,Active
2051,336,14,2022-09-10,,1,Active
2052,336,9,2022-09-10,,1,Active
2053,337,11,2024-03-20,,1,Active
2054,337,10,2024-03-20,,1,Active
2055,337,6,2024-03-20,,1,Active
2056,337,9,2024-03-20,,1,Active
2057,337,3,2024-03-20,,1,Active
2058,337,1,2024-03-20,,1,Active
2059,338,9,2024-03-23,,1,Active
2060,338,11,2024-03-23,,1,Active
2061,338,15,2024-03-23,,1,Active
2062,338,7,2024-03-23,,1,Active
2063,338,14,2024-03-23,,1,Active
2064,338,12,2024-03-23,,1,Active
2065,339,3,2024-03-12,,1,Active
2066,339,12,2024-03-12,,1,Active
2067,339,8,2024-03-12,,1,Active
2068,339,7,2024-03-12,,1,Active
2069,339,1,2024-03-12,,1,Active
2070,339,14,2024-03-12,,1,Active
2071,339,15,2024-03-12,,1,Active
2072,340,12,2022-12-18,,1,Active
2073,340,4,2022-12-18,,1,Active
2074,340,11,2022-12-18,,1,Active
2075,340,6,2022-12-18,,1,Active
2076,340,3,2022-12-18,,1,Active
2077,341,15,2022-12-01,,1,Active
2078,341,2,2022-12-01,,1,Active
2079,341,10,2022-12-01,,1,Active
2080,341,14,2022-12-01,,1,Active
2081,341,7,2022-12-01,,1,Active
2082,341,3,2022-12-01,,1,Active
2083,341,5,2022-12-01,,1,Active
2084,342,10,2024-03-04,,1,Active
2085,342,15,2024-03-04,,1,Active
2086,342,1,2024-03-04,,1,Active
2087,342,5,2024-03-04,,1,Active
2088,342,11,2024-03-04,,1,Active
2089,342,8,2024-03-04,,1,Active
2090,342,4,2024-03-04,,1,Active
2091,343,14,2023-03-20,,1,Active
2092,343,15,2023-03-20,,1,Active
2093,343,2,2023-03-20,,1,Active
2094,343,1,2023-03-20,,1,Active
2095,343,8,2023-03-20,,1,Active
2096,344,14,2022-11-29,,1,Active
2097,344,2,2022-11-29,,1,Active
2098,344,9,2022-11-29,,1,Active
2099,344,13,2022-11-29,,1,Active
2100,344,7,2022-11-29,,1,Active
2101,344,1,2022-11-29,,1,Active
2102,345,7,2023-01-22,,1,Active
2103,345,1,2023-01-22,,1,Active
2104,345,14,2023-01-22,,1,Active
2105,345,4,2023-01-22,,1,Active
2106,345,5,2023-01-22,,1,Active
2107,346,7,2024-04-05,,1,Active
2108,346,1,2024-04-05,,1,Active
2109,346,15,2024-04-05,,1,Active
2110,346,3,2024-04-05,,1,Active
2111,346,9,2024-04-05,,1,Active
2112,346,11,2024-04-05,,1,Active
2113,346,5,2024-04-05,,1,Active
2114,347,11,2023-03-02,,1,Active
2115,347,12,2023-03-02,,1,Active
2116,347,7,2023-03-02,,1,Active
2117,347,13,2023-03-02,,1,Active
2118,347,5,2023-03-02,,1,Active
2119,347,6,2023-03-02,,1,Active
2120,347,3,2023-03-02,,1,Active
2121,347,10,2023-03-02,,1,Active
2122,348,3,2023-05-12,,1,Active
2123,348,6,2023-05-12,,1,Active
2124,348,4,2023-05-12,,1,Active
2125,348,9,2023-05-12,,1,Active
2126,348,1,2023-05-12,,1,Active
2127,348,11,2023-05-12,,1,Active
2128,348,10,2023-05-12,,1,Active
2129,348,14,2023-05-12,,1,Active
2130,349,10,2024-03-05,,1,Active
2131,349,14,2024-03-05,,1,Active
2132,349,9,2024-03-05,,1,Active
2133,349,12,2024-03-05,,1,Active
2134,349,13,2024-03-05,,1,Active
2135,349,11,2024-03-05,,1,Active
2136,349,2,2024-03-05,,1,Active
2137,350,2,2022-08-14,,1,Active
2138,350,14,2022-08-14,,1,Active
2139,350,6,2022-08-14,,1,Active
2140,350,9,2022-08-14,,1,Active
2141,350,10,2022-08-14,,1,Active
2142,351,15,2023-01-08,,1,Active
2143,351,7,2023-01-08,,1,Active
2144,351,3,2023-01-08,,1,Active
2145,351,13,2023-01-08,,1,Active
2146,351,5,2023-01-08,,1,Active
2147,351,4,2023-01-08,,1,Active
2148,351,2,2023-01-08,,1,Active
2149,351,8,2023-01-08,,1,Active
2150,352,11,2023-10-13,,1,Active
2151,352,13,2023-10-13,,1,Active
2152,352,9,2023-10-13,,1,Active
2153,352,15,2023-10-13,,1,Active
2154,352,8,2023-10-13,,1,Active
2155,353,13,2022-12-22,,1,Active
2156,353,2,2022-12-22,,1,Active
2157,353,5,2022-12-22,,1,Active
2158,353,3,2022-12-22,,1,Active
2159,353,9,2022-12-22,,1,Active
2160,354,5,2022-11-23,,1,Active
2161,354,11,2022-11-23,,1,Active
2162,354,12,2022-11-23,,1,Active
2163,354,8,2022-11-23,,1,Active
2164,354,6,2022-11-23,,1,Active
2165,356,5,2023-08-20,,1,Active
2166,356,10,2023-08-20,,1,Active
2167,356,4,2023-08-20,,1,Active
2168,356,11,2023-08-20,,1,Active
2169,356,13,2023-08-20,,1,Active
2170,356,12,2023-08-20,,1,Active
2171,357,1,2023-07-10,,1,Active
2172,357,5,2023-07-10,,1,Active
2173,357,12,2023-07-10,,1,Active
2174,357,15,2023-07-10,,1,Active
2175,357,8,2023-07-10,,1,Active
2176,358,31,2023-01-02,,1,Active
2177,358,26,2023-01-02,,1,Active
2178,358,33,2023-01-02,,1,Active
2179,358,29,2023-01-02,,1,Active
2180,358,16,2023-01-02,,1,Active
2181,358,21,2023-01-02,,1,Active
2182,358,18,2023-01-02,,1,Active
2183,360,29,2022-10-27,,1,Active
2184,360,21,2022-10-27,,1,Active
2185,360,28,2022-10-27,,1,Active
2186,360,18,2022-10-27,,1,Active
2187,360,24,2022-10-27,,1,Active
2188,360,23,2022-10-27,,1,Active
2189,360,17,2022-10-27,,1,Active
2190,361,23,2024-01-29,,1,Active
2191,361,33,2024-01-29,,1,Active
2192,361,21,2024-01-29,,1,Active
2193,361,24,2024-01-29,,1,Active
2194,361,27,2024-01-29,,1,Active
2195,361,17,2024-01-29,,1,Active
2196,361,25,2024-01-29,,1,Active
2197,361,16,2024-01-29,,1,Active
2198,363,22,2023-11-14,,1,Active
2199,363,33,2023-11-14,,1,Active
2200,363,21,2023-11-14,,1,Active
2201,363,31,2023-11-14,,1,Active
2202,363,16,2023-11-14,,1,Active
2203,363,17,2023-11-14,,1,Active
2204,363,26,2023-11-14,,1,Active
2205,364,33,2023-04-08,,1,Active
2206,364,16,2023-04-08,,1,Active
2207,364,29,2023-04-08,,1,Active
2208,364,23,2023-04-08,,1,Active
2209,364,20,2023-04-08,,1,Active
2210,364,32,2023-04-08,,1,Active
2211,364,26,2023-04-08,,1,Active
2212,365,25,2022-09-02,,1,Active
2213,365,26,2022-09-02,,1,Active
2214,365,32,2022-09-02,,1,Active
2215,365,18,2022-09-02,,1,Active
2216,365,19,2022-09-02,,1,Active
2217,365,20,2022-09-02,,1,Active
2218,365,16,2022-09-02,,1,Active
2219,365,23,2022-09-02,,1,Active
2220,366,32,2024-01-25,,1,Active
2221,366,17,2024-01-25,,1,Active
2222,366,24,2024-01-25,,1,Active
2223,366,30,2024-01-25,,1,Active
2224,366,21,2024-01-25,,1,Active
2225,366,16,2024-01-25,,1,Active
2226,366,28,2024-01-25,,1,Active
2227,366,22,2024-01-25,,1,Active
2228,367,32,2024-01-22,,1,Active
2229,367,25,2024-01-22,,1,Active
2230,367,29,2024-01-22,,1,Active
2231,367,23,2024-01-22,,1,Active
2232,367,18,2024-01-22,,1,Active
2233,367,20,2024-01-22,,1,Active
2234,367,30,2024-01-22,,1,Active
2235,368,26,2024-02-18,,1,Active
2236,368,19,2024-02-18,,1,Active
2237,368,32,2024-02-18,,1,Active
2238,368,18,2024-02-18,,1,Active
2239,368,17,2024-02-18,,1,Active
2240,369,24,2023-11-29,,1,Active
2241,369,28,2023-11-29,,1,Active
2242,369,25,2023-11-29,,1,Active
2243,369,18,2023-11-29,,1,Active
2244,369,32,2023-11-29,,1,Active
2245,369,20,2023-11-29,,1,Active
2246,369,26,2023-11-29,,1,Active
2247,369,33,2023-11-29,,1,Active
2248,370,16,2023-11-08,,1,Active
2249,370,25,2023-11-08,,1,Active
2250,370,17,2023-11-08,,1,Active
2251,370,24,2023-11-08,,1,Active
2252,370,31,2023-11-08,,1,Active
2253,370,23,2023-11-08,,1,Active
2254,370,30,2023-11-08,,1,Active
2255,370,18,2023-11-08,,1,Active
2256,371,20,2023-08-25,,1,Active
2257,371,17,2023-08-25,,1,Active
2258,371,28,2023-08-25,,1,Active
2259,371,16,2023-08-25,,1,Active
2260,371,19,2023-08-25,,1,Active
2261,371,18,2023-08-25,,1,Active
2262,371,27,2023-08-25,,1,Active
2263,372,30,2024-02-22,,1,Active
2264,372,21,2024-02-22,,1,Active
2265,372,22,2024-02-22,,1,Active
2266,372,26,2024-02-22,,1,Active
2267,372,27,2024-02-22,,1,Active
2268,372,25,2024-02-22,,1,Active
2269,372,29,2024-02-22,,1,Active
2270,372,23,2024-02-22,,1,Active
2271,373,28,2023-05-02,,1,Active
2272,373,24,2023-05-02,,1,Active
2273,373,18,2023-05-02,,1,Active
2274,373,21,2023-05-02,,1,Active
2275,373,17,2023-05-02,,1,Active
2276,374,33,2023-12-02,,1,Active
2277,374,28,2023-12-02,,1,Active
2278,374,23,2023-12-02,,1,Active
2279,374,27,2023-12-02,,1,Active
2280,374,21,2023-12-02,,1,Active
2281,374,19,2023-12-02,,1,Active
2282,375,24,2023-08-31,,1,Active
2283,375,20,2023-08-31,,1,Active
2284,375,25,2023-08-31,,1,Active
2285,375,29,2023-08-31,,1,Active
2286,375,18,2023-08-31,,1,Active
2287,375,26,2023-08-31,,1,Active
2288,376,22,2024-02-12,,1,Active
2289,376,31,2024-02-12,,1,Active
2290,376,32,2024-02-12,,1,Active
2291,376,21,2024-02-12,,1,Active
2292,376,24,2024-02-12,,1,Active
2293,376,25,2024-02-12,,1,Active
2294,376,29,2024-02-12,,1,Active
2295,377,23,2023-09-28,,1,Active
2296,377,21,2023-09-28,,1,Active
2297,377,27,2023-09-28,,1,Active
2298,377,16,2023-09-28,,1,Active
2299,377,28,2023-09-28,,1,Active
2300,378,17,2024-01-01,,1,Active
2301,378,32,2024-01-01,,1,Active
2302,378,28,2024-01-01,,1,Active
2303,378,16,2024-01-01,,1,Active
2304,378,19,2024-01-01,,1,Active
2305,378,30,2024-01-01,,1,Active
2306,378,21,2024-01-01,,1,Active
2307,378,24,2024-01-01,,1,Active
2308,379,19,2023-01-28,,1,Active
2309,379,23,2023-01-28,,1,Active
2310,379,22,2023-01-28,,1,Active
2311,379,32,2023-01-28,,1,Active
2312,379,33,2023-01-28,,1,Active
2313,380,17,2023-06-04,,1,Active
2314,380,31,2023-06-04,,1,Active
2315,380,22,2023-06-04,,1,Active
2316,380,19,2023-06-04,,1,Active
2317,380,20,2023-06-04,,1,Active
2318,380,28,2023-06-04,,1,Active
2319,380,33,2023-06-04,,1,Active
2320,380,32,2023-06-04,,1,Active
2321,381,33,2023-03-16,,1,Active
2322,381,27,2023-03-16,,1,Active
2323,381,30,2023-03-16,,1,Active
2324,381,20,2023-03-16,,1,Active
2325,381,17,2023-03-16,,1,Active
2326,381,19,2023-03-16,,1,Active
2327,382,31,2022-10-14,,1,Active
2328,382,22,2022-10-14,,1,Active
2329,382,24,2022-10-14,,1,Active
2330,382,33,2022-10-14,,1,Active
2331,382,29,2022-10-14,,1,Active
2332,382,16,2022-10-14,,1,Active
2333,382,21,2022-10-14,,1,Active
2334,382,30,2022-10-14,,1,Active
2335,384,24,2023-09-09,,1,Active
2336,384,22,2023-09-09,,1,Active
2337,384,32,2023-09-09,,1,Active
2338,384,17,2023-09-09,,1,Active
2339,384,28,2023-09-09,,1,Active
2340,384,20,2023-09-09,,1,Active
2341,384,30,2023-09-09,,1,Active
2342,386,31,2024-03-05,,1,Active
2343,386,21,2024-03-05,,1,Active
2344,386,24,2024-03-05,,1,Active
2345,386,17,2024-03-05,,1,Active
2346,386,16,2024-03-05,,1,Active
2347,386,19,2024-03-05,,1,Active
2348,386,32,2024-03-05,,1,Active
2349,387,32,2023-05-07,,1,Active
2350,387,26,2023-05-07,,1,Active
2351,387,33,2023-05-07,,1,Active
2352,387,21,2023-05-07,,1,Active
2353,387,27,2023-05-07,,1,Active
2354,388,16,2022-08-13,,1,Active
2355,388,27,2022-08-13,,1,Active
2356,388,21,2022-08-13,,1,Active
2357,388,24,2022-08-13,,1,Active
2358,388,17,2022-08-13,,1,Active
2359,388,28,2022-08-13,,1,Active
2360,388,19,2022-08-13,,1,Active
2361,389,21,2022-12-31,,1,Active
2362,389,24,2022-12-31,,1,Active
2363,389,28,2022-12-31,,1,Active
2364,389,26,2022-12-31,,1,Active
2365,389,30,2022-12-31,,1,Active
2366,389,32,2022-12-31,,1,Active
2367,389,17,2022-12-31,,1,Active
2368,389,27,2022-12-31,,1,Active
2369,390,26,2022-10-04,,1,Active
2370,390,22,2022-10-04,,1,Active
2371,390,33,2022-10-04,,1,Active
2372,390,20,2022-10-04,,1,Active
2373,390,28,2022-10-04,,1,Active
2374,390,27,2022-10-04,,1,Active
2375,390,24,2022-10-04,,1,Active
2376,390,17,2022-10-04,,1,Active
2377,391,20,2023-04-10,,1,Active
2378,391,33,2023-04-10,,1,Active
2379,391,32,2023-04-10,,1,Active
2380,391,18,2023-04-10,,1,Active
2381,391,17,2023-04-10,,1,Active
2382,392,32,2023-04-11,,1,Active
2383,392,20,2023-04-11,,1,Active
2384,392,28,2023-04-11,,1,Active
2385,392,19,2023-04-11,,1,Active
2386,392,18,2023-04-11,,1,Active
2387,392,30,2023-04-11,,1,Active
2388,393,27,2023-04-02,,1,Active
2389,393,24,2023-04-02,,1,Active
2390,393,33,2023-04-02,,1,Active
2391,393,20,2023-04-02,,1,Active
2392,393,26,2023-04-02,,1,Active
2393,393,16,2023-04-02,,1,Active
2394,393,30,2023-04-02,,1,Active
2395,393,28,2023-04-02,,1,Active
2396,394,31,2023-07-29,,1,Active
2397,394,17,2023-07-29,,1,Active
2398,394,25,2023-07-29,,1,Active
2399,394,26,2023-07-29,,1,Active
2400,394,30,2023-07-29,,1,Active
2401,394,23,2023-07-29,,1,Active
2402,395,25,2023-01-29,,1,Active
2403,395,17,2023-01-29,,1,Active
2404,395,21,2023-01-29,,1,Active
2405,395,16,2023-01-29,,1,Active
2406,395,27,2023-01-29,,1,Active
2407,395,18,2023-01-29,,1,Active
2408,395,29,2023-01-29,,1,Active
2409,396,19,2022-12-18,,1,Active
2410,396,22,2022-12-18,,1,Active
2411,396,27,2022-12-18,,1,Active
